Invoice_ID,Branch,City,Customer type,Gender,Product_line, Unit_price ,Quantity,Tax_5, Total ,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,Selling_price_per_unit
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,147.03,14-02-2019,15:04,Cash,133.95,4.76,6.38,6.2,49.00916667
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,769.84,27-02-2019,16:10,Ewallet,701.37,4.76,33.4,7.6,85.53761111
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,78.98,04-02-2019,12:14,Cash,71.95,4.76,3.43,7.3,78.9775
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,783.70,20-01-2019,10:13,Cash,714,4.76,34,4.7,97.9625
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,199.92,28-03-2019,17:38,Cash,182.14,4.76,8.67,5.1,28.55957143
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,148.18,27-02-2019,11:06,Credit card,135,4.76,6.43,4.8,14.818
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1089.94,15-02-2019,14:53,Credit card,993,4.76,47.29,6.6,108.994
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,397.15,26-01-2019,18:22,Cash,361.83,4.76,17.23,5.5,56.73592857
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,420.51,14-03-2019,19:02,Credit card,383.11,4.76,18.24,8.5,60.07221429
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,266.72,02-03-2019,14:16,Cash,243,4.76,11.57,4.8,29.63555556
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,33.19,04-03-2019,15:44,Cash,30.24,4.76,1.44,8.4,33.192
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,391.37,07-01-2019,12:20,Credit card,356.56,4.76,16.98,7.8,97.842
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,412.16,08-03-2019,20:01,Credit card,375.5,4.76,17.88,9.3,41.2155
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1047.57,09-01-2019,13:45,Cash,954.4,4.76,45.45,5.2,104.757
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,90.56,01-03-2019,15:40,Ewallet,82.5,4.76,3.93,6.5,30.185
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,82.29,16-03-2019,16:58,Cash,74.97,4.76,3.57,5.6,82.2885
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,710.90,17-02-2019,11:12,Credit card,647.68,4.76,30.84,7.4,88.863
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,829.54,27-02-2019,15:12,Cash,755.76,4.76,35.99,9.1,103.69225
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,219.06,07-03-2019,20:37,Ewallet,199.58,4.76,9.5,8,109.5295
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,482.21,21-01-2019,17:44,Cash,439.32,4.76,20.92,7.2,80.36766667
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,181.07,19-02-2019,16:23,Cash,164.96,4.76,7.86,7.1,45.267
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,358.62,06-01-2019,12:12,Cash,326.72,4.76,15.56,9.1,89.654
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,506.96,14-03-2019,19:33,Cash,461.88,4.76,21.99,5.6,56.32933333
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,289.51,24-03-2019,10:29,Cash,263.76,4.76,12.56,6,72.377
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,157.62,27-01-2019,14:28,Cash,143.6,4.76,6.84,5.4,15.762
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,212.39,06-03-2019,12:46,Credit card,193.5,4.76,9.21,7.8,23.59833333
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,201.76,02-02-2019,19:40,Cash,183.82,4.76,8.75,9.9,28.823
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,133.83,25-01-2019,19:39,Credit card,121.92,4.76,5.81,4.9,66.913
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,461.72,14-03-2019,17:54,Ewallet,420.66,4.76,20.03,5.2,76.95383333
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,277.12,29-01-2019,12:25,Cash,252.48,4.76,12.02,8.9,46.18733333
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,368.19,03-01-2019,16:47,Credit card,335.45,4.76,15.97,9.1,73.6385
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,530.70,14-01-2019,12:52,Ewallet,483.5,4.76,23.02,7,106.139
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,349.50,05-01-2019,19:50,Credit card,318.42,4.76,15.16,9.6,38.83344444
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,733.68,22-02-2019,18:17,Ewallet,668.43,4.76,31.83,8.7,104.8116429
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,425.79,06-02-2019,17:20,Ewallet,387.92,4.76,18.47,9.4,106.4465
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,103.83,30-01-2019,13:32,Credit card,94.6,4.76,4.5,4,25.9575
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,361.47,11-01-2019,10:37,Credit card,329.32,4.76,15.68,7.5,90.3665
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,58.41,19-03-2019,14:35,Cash,53.22,4.76,2.53,4.2,29.2055
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,547.11,14-01-2019,12:09,Cash,498.45,4.76,23.74,9.9,109.4225
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,328.80,01-03-2019,15:32,Ewallet,299.56,4.76,14.26,4.2,82.1995
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,224.69,06-01-2019,13:58,Ewallet,204.7,4.76,9.75,9.9,44.937
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,83.22,31-01-2019,13:19,Cash,75.82,4.76,3.61,5.8,83.221
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,308.01,11-03-2019,13:37,Cash,280.62,4.76,13.36,6,51.33516667
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,354.75,20-02-2019,16:49,Credit card,323.2,4.76,15.39,10,35.475
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,534.13,27-01-2019,14:55,Ewallet,486.63,4.76,23.17,9.5,59.34794444
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,139.99,10-03-2019,14:04,Credit card,127.54,4.76,6.07,6.6,19.99814286
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,265.01,15-02-2019,12:31,Cash,241.44,4.76,11.5,8.1,88.33733333
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,416.55,26-01-2019,14:51,Cash,379.5,4.76,18.07,9.7,41.6545
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,84.32,13-02-2019,18:27,Ewallet,76.82,4.76,3.66,7.2,84.321
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,573.62,09-03-2019,12:45,Credit card,522.6,4.76,24.89,6.2,57.362
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,87.53,06-03-2019,10:36,Ewallet,79.74,4.76,3.8,7.3,87.527
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,425.33,24-01-2019,20:36,Ewallet,387.5,4.76,18.45,4.3,85.065
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,297.84,13-03-2019,14:16,Ewallet,271.35,4.76,12.92,4.6,59.5675
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,134.25,15-03-2019,10:26,Cash,122.31,4.76,5.82,5.8,14.91616667
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,270.41,05-03-2019,13:30,Credit card,246.36,4.76,11.73,8.3,45.068
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,190.07,04-03-2019,16:28,Cash,173.16,4.76,8.25,8,21.11866667
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,259.68,25-03-2019,20:18,Credit card,236.58,4.76,11.27,9.4,43.27983333
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,202.92,12-03-2019,20:04,Credit card,184.88,4.76,8.8,6.2,50.731
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,15.35,04-02-2019,13:38,Ewallet,13.98,4.76,0.67,9.8,15.349
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,218.15,22-02-2019,10:43,Ewallet,198.75,4.76,9.46,9.6,43.6295
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,751.36,16-02-2019,17:30,Ewallet,684.53,4.76,32.6,4.9,107.3366429
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,295.30,19-01-2019,15:28,Credit card,269.04,4.76,12.81,8,73.8255
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,75.68,11-01-2019,19:07,Credit card,68.95,4.76,3.28,7.8,15.1355
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,301.67,04-01-2019,19:01,Cash,274.84,4.76,13.09,4.1,75.418
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,248.20,04-03-2019,19:48,Ewallet,226.12,4.76,10.77,5.5,62.049
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,130.73,28-01-2019,19:24,Ewallet,119.1,4.76,5.67,5.4,26.145
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,375.50,02-01-2019,13:00,Cash,342.1,4.76,16.29,5.1,37.5495
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,48.01,25-01-2019,14:29,Ewallet,43.74,4.76,2.08,6.9,24.0035
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,115.08,04-01-2019,13:21,Cash,104.85,4.76,4.99,7.8,23.0165
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,85.09,10-03-2019,18:55,Ewallet,77.52,4.76,3.69,6.6,28.362
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,447.21,22-03-2019,19:36,Ewallet,407.44,4.76,19.4,9.2,55.9015
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,105.50,25-01-2019,16:28,Ewallet,96.11,4.76,4.58,7.8,105.4955
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,199.24,08-01-2019,13:48,Credit card,181.52,4.76,8.64,8.7,49.809
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,89.47,22-01-2019,10:57,Ewallet,81.51,4.76,3.88,9.2,89.4655
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,125.61,12-01-2019,17:13,Ewallet,114.44,4.76,5.45,8.3,62.806
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,193.78,04-02-2019,10:23,Cash,176.54,4.76,8.41,8.2,27.68242857
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,127.10,28-03-2019,13:57,Ewallet,115.8,4.76,5.51,7.5,42.36666667
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,276.77,23-01-2019,13:29,Cash,252.15,4.76,12.01,9.8,92.25583333
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1067.00,08-02-2019,13:00,Credit card,972.1,4.76,46.29,8.7,106.6995
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,223.21,19-03-2019,19:42,Credit card,203.36,4.76,9.68,6.7,27.901
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.87,09-03-2019,15:36,Cash,16.28,4.76,0.78,5,17.874
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,401.16,02-01-2019,13:40,Cash,365.49,4.76,17.4,7,44.57383333
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,408.52,21-01-2019,18:01,Cash,372.19,4.76,17.72,8.9,58.35992857
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,68.72,20-03-2019,13:53,Credit card,62.61,4.76,2.98,8,22.90683333
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,369.19,27-02-2019,17:27,Cash,336.35,4.76,16.02,6.9,73.8375
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,995.00,08-03-2019,10:53,Ewallet,906.5,4.76,43.17,7.3,99.4995
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,151.65,31-01-2019,19:48,Credit card,138.16,4.76,6.58,6.9,75.824
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,94.99,08-03-2019,16:53,Ewallet,86.54,4.76,4.12,5.7,47.4935
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,154.50,13-01-2019,19:14,Ewallet,140.76,4.76,6.7,6.4,25.74966667
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,734.07,09-03-2019,14:36,Credit card,668.78,4.76,31.85,9.6,104.867
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,52.07,22-02-2019,18:19,Credit card,47.44,4.76,2.26,6.8,52.072
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,980.35,19-03-2019,19:09,Ewallet,893.16,4.76,42.53,9,108.9275556
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,364.11,20-01-2019,16:51,Ewallet,331.72,4.76,15.8,9.6,91.0265
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,223.85,08-03-2019,15:37,Credit card,203.94,4.76,9.71,7.7,37.30783333
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,74.82,08-03-2019,20:15,Ewallet,68.16,4.76,3.25,7,18.7045
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,358.79,07-02-2019,14:38,Credit card,326.88,4.76,15.57,6.5,44.84925
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,95.71,15-01-2019,19:25,Cash,87.2,4.76,4.15,8.1,19.142
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,776.50,22-03-2019,19:35,Credit card,707.44,4.76,33.69,4.3,97.06275
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,881.26,15-01-2019,15:42,Credit card,802.89,4.76,38.23,6.5,97.91827778
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,14.03,08-01-2019,14:11,Ewallet,12.78,4.76,0.61,9.5,14.029
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,146.76,15-01-2019,10:43,Cash,133.7,4.76,6.37,9.7,20.965
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,21.02,28-01-2019,17:58,Credit card,19.15,4.76,0.91,9.5,21.0175
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,303.60,14-02-2019,11:26,Credit card,276.6,4.76,13.17,8.9,30.36
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,150.61,10-03-2019,17:38,Credit card,137.22,4.76,6.53,6.5,50.20366667
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,29.71,12-01-2019,20:07,Credit card,27.07,4.76,1.29,5.3,29.7135
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,42.94,26-03-2019,11:02,Credit card,39.12,4.76,1.86,9.6,42.936
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,492.02,01-01-2019,19:07,Cash,448.26,4.76,21.35,6.7,82.00383333
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,144.95,02-01-2019,18:50,Cash,132.06,4.76,6.29,7.6,24.15883333
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,349.10,16-03-2019,12:43,Ewallet,318.05,4.76,15.15,4.8,69.8205
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,27.44,03-03-2019,15:09,Ewallet,25,4.76,1.19,5.5,27.44
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,91.19,31-01-2019,13:47,Cash,83.08,4.76,3.96,4.7,22.7985
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,162.23,13-02-2019,16:59,Cash,147.8,4.76,7.04,6.9,32.446
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,764.60,15-02-2019,14:15,Credit card,696.6,4.76,33.17,4.5,84.95555556
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,871.40,07-02-2019,20:24,Cash,793.9,4.76,37.8,6.2,87.1395
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,511.17,27-01-2019,13:58,Cash,465.7,4.76,22.18,7.6,51.1165
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,39.39,23-02-2019,16:52,Credit card,35.89,4.76,1.71,7.9,39.3945
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,222.38,03-02-2019,15:19,Cash,202.6,4.76,9.65,4.5,44.476
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,801.82,03-03-2019,12:25,Credit card,730.5,4.76,34.79,8.7,80.1815
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,324.68,03-02-2019,10:02,Cash,295.8,4.76,14.09,6.1,81.17
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,24.83,17-03-2019,18:58,Cash,22.62,4.76,1.08,6.4,24.831
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,281.76,28-03-2019,15:31,Credit card,256.7,4.76,12.22,9.1,56.351
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,598.76,02-03-2019,11:22,Credit card,545.5,4.76,25.98,7.1,59.8755
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,285.43,08-02-2019,13:12,Credit card,260.05,4.76,12.38,7.7,40.77607143
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,243.81,22-03-2019,18:33,Cash,222.12,4.76,10.58,4.5,40.63433333
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,23.69,09-02-2019,10:02,Ewallet,21.58,4.76,1.03,7.2,23.689
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,108.49,15-02-2019,11:21,Cash,98.84,4.76,4.71,8.4,108.492
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,551.68,23-01-2019,12:10,Ewallet,502.62,4.76,23.93,5.4,91.94683333
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,175.84,25-01-2019,11:40,Cash,160.2,4.76,7.63,9.7,43.96
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,473.41,02-02-2019,18:31,Credit card,431.3,4.76,20.54,5.5,47.3405
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,637.24,30-03-2019,17:58,Cash,580.56,4.76,27.65,4.6,79.65475
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,353.65,30-03-2019,17:04,Cash,322.2,4.76,15.34,6.6,70.73
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,214.63,25-02-2019,20:35,Credit card,195.54,4.76,9.31,6.3,71.54233333
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,182.54,18-03-2019,16:10,Credit card,166.3,4.76,7.92,4.2,36.507
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,369.10,07-03-2019,16:54,Ewallet,336.28,4.76,16.01,4.4,92.276
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,377.26,16-03-2019,10:11,Ewallet,343.7,4.76,16.37,6.7,37.7255
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,42.37,29-01-2019,11:26,Ewallet,38.6,4.76,1.84,6.7,42.37
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,579.28,02-02-2019,20:29,Cash,527.76,4.76,25.13,8.4,72.40975
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,360.02,15-02-2019,12:12,Cash,328,4.76,15.62,6.2,36.002
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,203.83,08-01-2019,13:05,Ewallet,185.7,4.76,8.84,5,40.765
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,662.74,12-02-2019,16:19,Cash,603.8,4.76,28.75,6,66.274
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,405.90,01-01-2019,19:48,Credit card,369.8,4.76,17.61,7,40.59
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,217.29,21-03-2019,15:25,Ewallet,197.96,4.76,9.43,6.6,54.322
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,451.02,28-02-2019,14:42,Cash,410.9,4.76,19.57,7.3,45.1015
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,163.11,23-03-2019,18:59,Ewallet,148.6,4.76,7.08,8.3,40.7775
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,25.20,30-01-2019,20:47,Cash,22.96,4.76,1.09,4.3,25.198
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,767.37,04-02-2019,13:21,Ewallet,699.12,4.76,33.29,9.8,85.26288889
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,76.17,13-03-2019,19:48,Ewallet,69.4,4.76,3.3,8.2,38.085
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,215.79,15-03-2019,18:20,Credit card,196.6,4.76,9.36,7.2,21.579
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,222.34,05-03-2019,20:24,Ewallet,202.56,4.76,9.65,8.7,27.79225
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,133.03,05-03-2019,13:44,Credit card,121.2,4.76,5.77,8.4,13.303
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,219.28,26-02-2019,11:48,Ewallet,199.78,4.76,9.51,7.1,109.6395
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,666.65,20-03-2019,14:14,Cash,607.36,4.76,28.92,5.5,83.331
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,138.78,01-01-2019,15:51,Cash,126.44,4.76,6.02,8.5,69.391
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,594.29,27-01-2019,11:17,Cash,541.44,4.76,25.78,6.2,99.04866667
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,107.71,21-01-2019,17:36,Cash,98.13,4.76,4.67,8.9,107.7065
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,452.40,02-02-2019,15:47,Cash,412.16,4.76,19.63,9.6,56.54975
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,81.19,03-02-2019,15:53,Credit card,73.97,4.76,3.52,5.4,81.1885
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,35.02,05-01-2019,12:40,Ewallet,31.9,4.76,1.52,9.1,35.015
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,152.35,27-01-2019,19:48,Ewallet,138.8,4.76,6.61,9,76.175
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,204.84,25-03-2019,17:53,Cash,186.62,4.76,8.89,6.3,102.4205
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,97.08,25-02-2019,16:36,Credit card,88.45,4.76,4.21,9.5,97.0825
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,212.32,28-01-2019,20:54,Ewallet,193.44,4.76,9.21,9.8,26.54025
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,159.71,08-01-2019,12:50,Cash,145.5,4.76,6.93,6.7,53.235
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,553.53,29-01-2019,10:48,Credit card,504.3,4.76,24.01,7.7,92.25416667
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,336.36,29-03-2019,14:28,Cash,306.45,4.76,14.59,7,67.2725
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,105.05,09-02-2019,17:15,Credit card,95.7,4.76,4.56,5.1,17.5075
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,697.19,16-01-2019,18:03,Credit card,635.18,4.76,30.25,6.2,99.59842857
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,235.50,05-01-2019,17:29,Ewallet,214.55,4.76,10.22,6.1,47.0995
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,417.05,27-01-2019,18:05,Ewallet,379.96,4.76,18.09,9.3,59.57828571
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,764.87,14-03-2019,12:07,Cash,696.85,4.76,33.18,7.6,109.2675
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,448.63,23-02-2019,19:49,Credit card,408.73,4.76,19.46,8.2,64.0895
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,56.49,18-03-2019,15:52,Ewallet,51.47,4.76,2.45,8.5,56.4935
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,301.08,29-03-2019,16:48,Ewallet,274.3,4.76,13.06,9.8,60.215
